50	0.51067	0.00233
100	0.51000	0.00233
150	0.51650	0.00233
200	0.51533	0.00200
250	0.51183	0.00233
300	0.50867	0.00233
350	0.51467	0.00233
400	0.51917	0.00200
450	0.51517	0.00233
500	0.51183	0.00233
550	0.51100	0.00233
600	0.51850	0.00200
650	0.51167	0.00233
700	0.52017	0.00233
750	0.51417	0.00200
800	0.51000	0.00233
850	0.51200	0.00233
900	0.50850	0.00233
950	0.51183	0.00233
