500	0.52017	0.00300
1000	0.51517	0.00267
1500	0.50300	0.00300
2000	0.49817	0.00300
2500	0.50150	0.00267
3000	0.51067	0.00267
3500	0.50683	0.00300
4000	0.50333	0.00333
4500	0.50683	0.00300
5000	0.50183	0.00267
5500	0.50300	0.00300
6000	0.50500	0.00267
6500	0.51083	0.00300
7000	0.51150	0.00300
7500	0.50433	0.00300
8000	0.50600	0.00300
